id,director,actors,return
209780,Doug Hamilton,"Billie Joe Armstrong, Michael Mayer, John Gallagher Jr.",0.0
177703,Daniel Gillies,"Rachael Leigh Cook, Daniel Gillies, Kandyse McClure",0.0
250605,Marc Levin,"Tariq Trotter, Karen Starc, Bonz Malone",0.0
213342,Matt Johnson,"Matt Johnson, Owen Williams, Krista Madison",0.0
159770,Alan Cooke,"Terence Stamp, Robert Vaughn, Nigel Davenport",0.0
119575,Leslie H. Martinson,"Rosalind Russell, Darren McGavin, Nehemiah Persoff",0.0
172475,Simon Wincer,"Chantal Contouri, Robert Bruning, Sigrid Thornton",0.0
86283,William Conrad,"Jeffrey Hunter, Anne Francis, Dana Andrews",0.0
28497,,Bob Bossin,0.0
21974,"Larisa Shepitko, Andrey Smirnov","Leonid Kulagin, Sergei Volf, Nikolai Gubenko",0.0
146521,George Schlatter,"Redd Foxx, Pearl Bailey, Dennis Dugan",0.0
91722,Frank Launder,"Deborah Kerr, Trevor Howard, Raymond Huntley",0.0
28006,,"Jackie Robinson, Liev Schreiber, Duke Snider",0.0
164379,Marcel Rasquin,"Eliú Armas, Beto Benitez, Gonzalo Cubero",0.0
51976,Charlie Paul,"Ralph Steadman, Hunter S. Thompson, Terry Gilliam",0.0
140456,Mac Carter,"Jacki Weaver, Liana Liberato, Danielle Ryan Chuchran",0.0
146243,Alexandre O. Philippe,"Alex Cox, Simon Pegg, Bruce Campbell",0.0
250577,Glenn Gaylord,"David W. Ross, Jamie Lynn Sigler, Alicia Witt",0.0
159701,"Roy Ward Baker, Chang Cheh","Peter Cushing, David Chiang, Julie Ege",0.0
26480,Zhang Yimou,"Gong Li, Chen Dao-Ming, Guo Tao",0.0
259943,Richard Linklater,"Ellar Coltrane, Patricia Arquette, Ethan Hawke",0.0
85350,Karen Moncrieff,"Kate Beckinsale, Nick Nolte, James Cromwell",11.09
253279,Martin Persson,"Peter Magnusson, Hanna Alström, Sandra Huldt",0.0
256593,Ryan Little,"Corbin Allred, David Nibley, Jasen Wade",0.0
133558,Joshua Logan,"Jane Fonda, Anthony Perkins, Ray Walston",0.0
86297,Tim Story,"Adam Brody, Michael Ealy, Jerry Ferrara",0.0
184098,Sidney Lanfield,"Sonja Henie, Tyrone Power, Arthur Treacher",2.92
43868,J.B. Rogers,"Efren Ramirez, Matthew Lillard, Brett Davern",0.0
31880,Clint Eastwood,"Christopher Walken, Vincent Piazza, Freya Tingley",0.0
209451,Evan Kelly,"Matthew Amyotte, Nigel Bennett, Stephen Chambers",1.68
77444,Rod Hardy,"David Hasselhoff, Lisa Rinna, Sandra Hess",0.0
27460,John Gilling,"Christopher Lee, Glenn Corbett, Kerwin Mathews",0.0
58733,Andreas Öhman,"Linda Molin, Fanny Ketter, Mathilda von Essen",0.0
139575,Frank Tashlin,"Doris Day, Richard Harris, Ray Walston",0.0
44769,Brian Knappenberger,"Aaron Swartz, Tim Berners-Lee, Cory Doctorow",0.0
250658,Freida Lee Mock,,0.0
159137,Perttu Leppä,"Laura Birn, Mikko Leppilampi",0.0
90829,Friðrik Þór Friðriksson,,0.0
140783,Doug Block,,0.0
262390,Francesco Maselli,"Rock Hudson, Claudia Cardinale, Tomás Milián",0.0
110823,Carol Reed,"Celia Johnson, Diana Dors, David Kossoff",0.0
151431,Nicholas Ray,"Maureen O'Hara, Melvyn Douglas, Gloria Grahame",0.0
84364,René Clément,"Faye Dunaway, Frank Langella, Barbara Parkins",0.0
140825,Michael Bay,"Mark Wahlberg, Stanley Tucci, Kelsey Grammer",0.0
91314,Ragnar Bragason,"Ingvar Eggert Sigurðsson, Þröstur Leó Gunnarsson, Sveinn Ólafur Gunnarsson",5.2
215042,Lou Lombardo,"George Segal, Cristina Raines, Bo Brundin",0.0
242102,Christopher Guest,"Daryl Hannah, Frances Fisher, William Windom",0.0
74629,Eldar Rapaport,"Murray Bartlett, Daniel Dugan, Adrian Gonzalez",0.0
86549,Don Sharp,"Tony Randall, Senta Berger, Terry-Thomas",0.0
50761,Irving Cummings,"Randolph Scott, Gene Tierney, Dana Andrews",0.0
72473,John A. Alonzo,"Elizabeth Montgomery, Cliff Potts, Michael Cavanaugh",0.0
259975,"Charlie Siskel, John Maloof","Vivian Maier, John Maloof, Daniel Arnaud",0.0
169607,Władysław Pasikowski,"Marcin Dorociński, Piotr Nerlewski, Patrick Wilson",0.0
204968,Brice Mack,"Lisa Pelikan, Bert Convy, Nina Foch",0.0
66762,Stanley M. Brooks,"Abigail Breslin, Georgie Henley, Mira Sorvino",0.0
206192,Ivan Frank,"Jayceon Terrell Taylor, Taye Hansberry, Ski Carr",0.0
21798,Maurice Elvey,"Lilli Palmer, Albert Lieven, Cedric Hardwicke",0.0
89187,Lenny Abrahamson,"Michael Fassbender, Maggie Gyllenhaal, Domhnall Gleeson",0.0
171372,Dag Johan Haugerud,"Ane Dahl Torp, Henriette Steenstrup, Laila Goody",0.0
133411,Tim Hamilton,"Jon Heder, Diane Keaton, Jeff Daniels",0.0
13167,N.C. Heikin,,0.0
295958,"Nana Ekvtimishvili, Simon Groß","Lika Babluani, Mariam Bokeria, Zurab Gogaladze",0.0
176403,Naomi Foner Gyllenhaal,"Dakota Fanning, Elizabeth Olsen, Boyd Holbrook",0.0
70706,Stephen Poliakoff,"Michael Gambon, Rupert Penry-Jones, Kelly Reilly",0.0
43741,William Girdler,"Christopher George, Leslie Nielsen, Lynda Day George",0.0
64976,Franco Prosperi,"Lorraine De Selle, John Aldrich, Ugo Bologna",0.0
80653,Mickalene Thomas,Sandra Bush II,0.0
288162,David Wain,"Paul Rudd, Amy Poehler, Bill Hader",0.0
180296,Antony Thomas,Brian Protheroe,0.0
248888,Valeria Golino,"Jasmine Trinca, Carlo Cecchi, Libero De Rienzo",0.0
186988,Clarence Brown,"Helen Hayes, Ramon Novarro, Lewis Stone",0.0
212899,Roberts Gannaway,"Dane Cook, Ed Harris, Julie Bowen",0.0
218836,Robert Hartford-Davis,"Jim Brown, Martin Landau, Brenda Sykes",3.02
100088,Fernando Di Leo,"Luc Merenda, Richard Conte, Delia Boccardo",0.0
127091,Godfrey Grayson,"Jill Ireland, Ellen Pollock, Joan Haythorne",0.0
88061,Chiemi Karasawa,"Elaine Stritch, Tina Fey, Cherry Jones",0.0
174319,King Vidor,"Frank Mayo, Virginia Valli, Ford Sterling",0.0
120673,David Attwood,"Tom Hardy, Benedict Cumberbatch, Nicola Duffett",0.0
50032,Gareth Maxwell Roberts,"Method Man, Edward Furlong, Dash Mihok",0.0
79255,David Murphy,"Chevy Chase, Burt Reynolds, David Schultz",0.0
72951,Ben Kellett,"Brendan O'Carroll, Jennifer Gibney, Eilish O'Carroll",0.0
262340,Richard C. Sarafian,"Farrah Fawcett, Charles Grodin, Art Carney",3.9
118887,Arthur Lubin,"Donald O'Connor, Patricia Medina, Zasu Pitts",0.0
43387,Eric Kissack,"Shawn Parsons, Scott Beehner, Brace Harris",0.0
278878,Jason Osder,"Birdie Africa, John Africa, Ramona Africa",0.0
174352,Ben Falcone,"Melissa McCarthy, Susan Sarandon, Kathy Bates",0.0
226486,Kundan Shah,"Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori",5.03
15419,John Alan Simon,"Jonathan Scarfe, Shea Whigham, Katheryn Winnick",0.0
139406,Gérard Blain,"Yann Favre, Philippe March, Jean-Claude Dauphin",0.0
219823,Gérard Blain,,0.0
264723,Keiichi Hara,"Kazato Tomizawa, Akina Minami, Aoi Miyazaki",0.0
64246,Jennifer Kent,"Essie Davis, Noah Wiseman, Daniel Henshall",0.0
242224,Juan Piquer Simón,"Terence Stamp, Peter Cushing, Paul Naschy",3.34
28440,"Joshua Zeman, Rachel Mills","Rachel Mills, Joshua Zeman",0.0
279661,Roy William Neill,"Jack Holt, Fay Wray, Dorothy Burgess",0.0
29126,Hiroshi Ando,"Mikako Ichikawa, Manami Konishi, Asami Imajuku",0.0
99647,Jeong-Kuk Lee,"Shin Hyun-joon, Shin Eun-Kyung, Kim Young-Ho",0.0
108636,William Keighley,"Ronald Reagan, Jane Wyman, Priscilla Lane",0.0
114838,Kornél Mundruczó,"Zsófia Psotta, Sándor Zsótér, Lili Horváth",0.0
267999,Damien Chazelle,"Miles Teller, J.K. Simmons, Melissa Benoist",0.13
244786,Guy Green,"Stacy Keach, Hugh Griffith, Judi Dench",3.97
213635,David Fincher,"Ben Affleck, Rosamund Pike, Carrie Coon",0.0
210577,"Dax Shepard, David Palmer","Tom Arnold, Jon Favreau, James Feldman",6.05
48375,Paul Mazursky,"Michael Ontkean, Ray Sharkey, Margot Kidder",0.0
92323,Phil Alden Robinson,"Robin Williams, Mila Kunis, Peter Dinklage",0.0
152790,Steve James,"Roger Ebert, Werner Herzog, Martin Scorsese",0.0
250766,Mika Kaurismäki,"Kari Heiskanen, Pertti Sveholm, Timo Torikka",0.0
88059,Hunter Weeks,,0.0
49445,Alex Gibney,Carlos Moore,0.0
250705,Mahesh Bhatt,"Shah Rukh Khan, Juhi Chawla, Sonali Bendre",0.0
159090,Kenn MacRae,"Brandon Routh, Courtney Ford, Spencer Grammer",0.0
257974,Paul Osborne,"Blayne Weaver, Patrick Day, Jeffrey Combs",0.0
184866,Burt Brinckerhoff,"David McCallum, Sandra McCabe, George Wyner",0.0
104528,Mariano Ozores,"Peret, Conchita Bautista, Patty Shepard",0.0
204007,Søren Balle,"Henrik Birch, Susanne Storm, Lars Torpp Thomsen",0.0
252200,David Lowell Rich,"Michael Sarrazin, Gayle Hunnicutt, Eleanor Parker",0.0
121401,Michele Massimo Tarantini,"Michael Sopkiw, Suzane Carvalho, Marta Anderson",0.0
86640,Elia Suleiman,"Elia Suleiman, Nazira Suleiman, Fuad Suleiman",0.0
49104,Matt Reeves,"Andy Serkis, Jason Clarke, Gary Oldman",0.0
119450,Derek Yee Tung-Sing,"Tony Leung Chiu-Wai, Lau Ching-Wan, Zhou Xun",4.18
83721,Robert Clouse,"Yul Brynner, Max von Sydow, Joanna Miles",0.0
32053,Anubhav Sinha,"Shah Rukh Khan, Arjun Rampal, Kareena Kapoor",0.0
41517,Kurando Mitsutake,"Asami, Kairi Narita, Noriaki Kamata",0.0
258750,Gérard Blain,"Jean François Cimino, César Chauveau, Annie Kovaks",0.0
108574,Gérard Blain,"Patrick Norbert, Michel Subor, Isabelle Rosais",0.0
335340,David Oliveras,"Tye Olson, Kyle Clare, Ellie Araiza",0.0
26823,"Chapman Way, Maclain Way","Kurt Russell, Todd Field",0.0
250700,Ryûhei Kitamura,"Luke Evans, Adelaide Clemens, Lee Tergesen",0.0
123109,Marc H. Simon,Marc Dreier,0.03
89873,Lesley Selander,"Richard Dix, Jane Wyatt, Albert Dekker",0.0
129974,Cameron Casey,"Wesley Jonathan, Faizon Love, Luenell",0.0
102668,Nick Lyon,"Danny Trejo, Seri DeYoung, Torsten Voges",0.0
169298,R.G. Springsteen,"Audie Murphy, Darren McGavin, Ruta Lee",0.0
128437,"Petra Epperlein, Michael Tucker",Fidelis Cloer,0.0
39155,Alexandros Avranas,"Themis Panou, Reni Pittaki, Eleni Roussinou",0.0
211052,William Dieterle,"Edward G. Robinson, Edna Best, Eddie Albert",0.0
109716,Frank Tashlin,"Tuesday Weld, Richard Beymer, Terry-Thomas",0.0
101281,"Roger Corman, David Kramarsky","Paul Birch, Lorna Thayer, Dona Cole",0.0
29058,Jack Garfein,"Ben Gazzara, Pat Hingle, Peter Mark Richman",0.0
80264,Gérard Blain,,0.0
198453,Bethel Buckalew,"John Laughlin, Shelly Horner, Phoebe Schmidt",0.0
84801,Ted Kotcheff,"Gregory Peck, Desi Arnaz Jr., Jack Warden",0.0
32143,William A. Wellman,"Joel McCrea, Maureen O'Hara, Linda Darnell",0.0
43499,Scott Derrickson,"Eric Bana, Edgar Ramírez, Olivia Munn",0.0
184346,Joan Carr-Wiggin,"Marcia Gay Harden, Leonor Watling, Aidan Quinn",0.0
168426,Garrett Batty,"Bart Johnson, Corbin Allred, Alex Veadov",0.0
224076,Tim Wolochatiuk,"Ted Biggs, Rick Roberts, Quentin Krog",0.0
121135,Rolf de Heer,"David Gulpilil, Peter Djigirr, Luke Ford",0.0
265349,Brian Herzlinger,"Candace Cameron Bure, Valerie Boucvalt, Lou Beatty Jr.",0.0
209920,Niall MacCormick,"Andrea Riseborough, Samuel West, Rory Kinnear",0.0
85788,Rob Reiner,"Michael Douglas, Diane Keaton, Sterling Jerins",0.0
253235,Masayuki Ochiai,"Nozomi Sasaki, Reina Triendl",1.41
259233,Jordan Barker,"Katharine Isabelle, Robin Dunne, Peter DaCunha",0.0
227877,Craig Monahan,"Hugo Weaving, Don Hany, Jane Menelaus",0.0
254143,James Huth,"Jean-Baptiste Maunier, Jennifer Decker, Benjamin Jungers",0.0
44588,Dan Beers,"John Karna, Katie Findlay, Craig Roberts",0.0
253310,Ed Hunt,"Tom Bresnahan, Cynthia Preston, David Gale",0.0
40222,Thomas S. Alderman,"Deborah Walley, Paul Carr, Marvin Kaplan",0.0
106402,Edo Tagliavini,"Francesca Faiella, Virgilio Olivari, Marco Benevento",0.0
73250,"Timo Rose, Andreas Schnaas","Katharina Boltz, Sarah Hannemann, Oliver Maurer",0.0
206574,Bob Misiorowski,"Rodney Rowland, Kristanna Loken, Alexander Enberg",0.0
71704,Noel Tan,"DJ Perry, Anne Gauthier, Issa Litton",0.0
262267,Jean Painlevé,,0.0
148243,Jake Kasdan,"Cameron Diaz, Jason Segel, Rob Corddry",0.0
225886,Casper Andreas,"Matthew Ludwinski, Allison Lane, Michael Medico",3.15
105789,Rainer Erler,"Horst Frank, Dieter Laser, Jürgen Prochnow",0.0
64627,George Mihalka,"Michael Zelniker, Carl Marotte, Helene Udy",0.0
98094,Bernard McEveety,"Chuck Connors, Michael Rennie, Kathryn Hays",0.0
101308,"James Erskine, Danny McCullough","Adam Leese, Whitney Cummings, Anthony Azizi",0.0
65096,Mike Cahill,"Michael Pitt, Brit Marling, Astrid Bergès-Frisbey",0.0
244267,Hideaki Anno,"Noriko Hidaka, Norio Wakamoto, Maria Kawamura",0.0
30146,Jang Hoon,"Shin Ha-kyun, Go Soo, Ryu Seung-su",0.0
79553,Nathan Clarke,,0.0
238067,Paolo Sorrentino,"Toni Servillo, Andrea Renzi, Nello Mascia",0.0
53482,James DeMonaco,"Frank Grillo, Carmen Ejogo, Zach Gilford",0.0
238636,William K. Howard,"Joan Perry, Roger Pryor, Anthony Quinn",12.09
146919,Norman Taurog,"Eddie Fisher, Debbie Reynolds, Adolphe Menjou",0.0
43257,Ralph Smart,"Chips Rafferty, John Fernside, Helen Grieve",0.0
89551,Fred Schepisi,"Clive Owen, Juliette Binoche, Keegan Connor Tracy",0.0
214075,James Gunn,"Chris Pratt, Zoe Saldana, Dave Bautista",0.0
118340,René Clair,"Robert Donat, Jean Parker, Eugene Pallette",4.55
132263,Liz Garbus,"Edith Hahn Beer, Julia Ormond, Susan Sarandon",0.0
63358,John Lafia,"Kim Delaney, Beau Bridges, Fred Ward",0.0
53870,"Hélène Cattet, Bruno Forzani","Klaus Tange, Jean-Michel Vovk, Sylvia Camarda",0.0
208284,William Eubank,"Brenton Thwaites, Olivia Cooke, Beau Knapp",0.0
242095,Laís Bodanzky,"Leonardo Villar, Tônia Carrero, Cássia Kis Magro",0.15
74294,D. Ross Lederman,"Richard Travis, Julie Bishop, Charles Drake",0.0
99324,Walter Lang,"Clark Gable, Carroll Baker, Lilli Palmer",0.0
121234,"Justin Meeks, Duane Graves","Ali Faulkner, Edwin Neal, Marilyn Burns",0.0
145668,Arthur Allan Seidelman,"Richard Crenna, David Carradine, Chris Olivero",0.0
298158,Ken Loach,"Barry Ward, Simone Kirby, Jim Norton",0.0
262958,Jeremy M. Inman,"Randy J. Blair, Zach Sutherland, Shelby Barnes",0.0
200051,Bobcat Goldthwait,"Alexie Gilmore, Bryce Johnson, Peter Jason",0.0
185460,Patrick Hughes,"Sylvester Stallone, Jason Statham, Harrison Ford",0.0
138103,Ali Zafar,"Ranveer Singh, Arjun Kapoor, Priyanka Chopra",2.29
250551,Sanjay Leela Bhansali,"Ranveer Singh, Deepika Padukone, Richa Chadda",0.0
235984,Mohit Suri,"Sidharth Malhotra, Ritesh Deshmukh, Shraddha Kapoor",0.0
276935,Anurag Basu,"Hrithik Roshan, Bárbara Mori, Kabir Bedi",0.0
37737,Brett Ratner,"Dwayne Johnson, Ian McShane, John Hurt",0.0
184315,"Eric Idle, Aubrey Powell","John Cleese, Terry Gilliam, Eric Idle",2.43
282268,Sophia Turkiewicz,,0.0
279414,Frank Piasechi Poulsen,,0.0
79773,Daniel Patrick Carbone,"Ryan Jones, Nathan Varnson, Colm O'Leary",0.0
163710,Ulrich Seidl,"Melanie Lenz, Joseph Lorenz, Verena Lehbauer",0.0
150897,Benoît Jacquot,"Isabelle Huppert, Jean-Hugues Anglade, Xavier Beauvois",0.0
44527,Oxide Pang Chun,"Aaron Kwok, Kenny Wong Tak-Ban, Lau Siu-Ming",0.0
56329,Anton Corbijn,"Philip Seymour Hoffman, Rachel McAdams, Robin Wright",0.0
157849,George B. Seitz,"Walter Pidgeon, Donald Meek, Kaaren Verne",2.1
47401,Sara St. Onge,"Lola Tash, Charlie Carrick, Krista Bridges",0.0
159667,Zach Braff,"Zach Braff, Kate Hudson, Joey King",0.0
231576,Kei Kumai,"Komaki Kurihara, Yoko Takahashi, Kinuyo Tanaka",1.0
12470,William Dieterle,"William Dieterle, Gunnar Tolnæs, Mary Johnson",0.0
158219,Edward Bernds,"Cesare Danova, Sean McClory, Joan Staley",0.0
87966,Roscoe 'Fatty' Arbuckle,"Roscoe 'Fatty' Arbuckle, Al St. John, Buster Keaton",0.0
38691,Fred C. Newmeyer,"Harold Lloyd, Mildred Davis, Roy Brooks",0.0
44405,John Sayles,"LisaGay Hamilton, Yolonda Ross, Edward James Olmos",0.0
172542,Pier Giuseppe Murgia,"Lara Wendel, Eva Ionesco, Martin Loeb",0.0
46853,Kyle Patrick Alvarez,"Jonathan Groff, Troian Bellisario, Corey Stoll",0.0
156713,Kenny Young,"Tony Rock, Clifton Powell, Emilio Rivera",0.0
114577,Uli Edel,"Jeremy Sisto, Richard Harris, Christopher Walken",0.0
34469,Marc Erlbaum,"Jennifer Love Hewitt, Jamie Kennedy, Madeline Carroll",0.0
70005,Edward H. Griffith,"Loretta Young, Tyrone Power, Adolphe Menjou",0.0
168031,Ryan Combs,"Ving Rhames, Nipsey Hustle, Gillie Da Kid",0.0
44752,Anton King,"Fran Kranz, Beau Garrett, Dichen Lachman",0.0
113091,Sherry Hormann,"Johanna Wokalek, Iris Berben, David Kross",0.0
136616,León Klimovsky,"May Heatherly, Virgílio Teixeira, Luis Marín",0.0
29313,Nils Malmros,"Jakob Cedergren, Helle Fagralid, Nicolas Bro",0.0
191293,Miguel Hermoso,"Laia Marull, Beatriz Coronel",0.0
162372,Daniel Sánchez Arévalo,"Quim Gutiérrez, Antonio de la Torre, Patrick Criado",0.0
215848,Lew Landers,"Cornel Wilde, Teresa Wright, Alfonso Bedoya",0.0
109913,Gordon Douglas,"Bob Hope, Anita Ekberg, Edie Adams",0.0
108003,James Parrott,"Stan Laurel, Oliver Hardy, Edgar Kennedy",0.0
50916,Giulio Paradisi,"Glenn Ford, Lance Henriksen, John Huston",0.0
54013,John Farrow,"Diana Dors, Rod Steiger, Tom Tryon",0.0
25722,Paul Lynch,"Dennis Hopper, Asia Argento, Helen Shaver",0.0
40990,Olle Hellbom,"Allan Edwall, Erik Lindgren, Håkan Serner",0.0
21393,John Butler,"Andrew Scott, Hugh O'Conor, Peter McDonald",0.0
215962,Julie Davis,"Leelee Sobieski, Matthew Davis, Denise Richards",0.0
31896,Peter Werner,"Kristen Bell, Diane Ladd, Shedrack Anderson III",0.0
70476,Émile Gaudreault,"Michel Côté, Louis-José Houde, Rémy Girard",0.0
26566,Laurent Bénégui,"Thierry Lhermitte, Samir Guesmi, Jean-Pierre Malo",0.0
60106,Gustavo Cova,"Pablo Echarri, Nancy Dupláa, Nicolás Frías",0.0
35837,Louis Lumière,"François Clerc, Benoît Duval",0.0
82120,Richard Gabai,"Christopher Lloyd, Ariel Gade, Kameron Knox",0.0
27906,Kat Candler,"Aaron Paul, Juliette Lewis, Josh Wiggins",0.0
244536,Michael Winterbottom,"Steve Coogan, Rob Brydon, Rosie Fellner",0.0
242088,Jan Švankmajer,"Ludvík Sváb, Bedrich Glaser, Jan Kraus",0.0
60316,Diane Kurys,"Benoît Magimel, Mélanie Thierry, Nicolas Duvauchelle",0.0
199977,Dave Green,"Teo Halm, Astro, Resse Hartwig",0.0
238603,Georg Maas,"Juliane Köhler, Liv Ullmann, Sven Nordin",3.48
149893,Jérôme Salle,"Tomer Sisley, Sharon Stone, Ulrich Tukur",0.0
57331,G.W. Pabst,"Fritz Kampers, Gustav Diessl, Hans-Joachim Moebis ",0.0
80705,Jillian Schlesinger,Laura Dekker,0.0
169760,Kate Logan,Kate Logan,0.0
262904,Aku Louhimies,"Jessica Grabowsky, Eero Aho, Pirkka-Pekka Petelius",0.0
161056,,"Amira Khalifa, Marja Packalén, Matti Ristinen",0.0
164419,Trish Sie,"Ryan Guzman, Briana Evigan, Stephen Boss",0.0
243683,William Beaudine,"Dick Purcell, Helen Parrish, Tim Ryan",1.91
118953,Bruno VeSota,"Robert Ball, Frankie Ray, Gloria Victor",0.0
46076,Herbert L. Strock,"Richard Egan, Constance Dowling, Herbert Marshall",0.0
63333,Jeremy Snead,"Sean Astin, Wil Wheaton, Zach Braff",0.0
269100,Christopher Riley,Jeff Bridges,0.0
276621,Kent Jones,"Martin Scorsese, Elias Koteas, Glen Gabbard",0.0
116495,"Henri Cartier-Bresson, Herbert Kline",Pierre Unik,0.0
438144,Kevin O'Neill,"Robert Carradine, Tony Evangelista, Rib Hillis",0.0
284711,Michael Curtiz,"William Powell, Edna Best, Colin Clive",0.0
53865,Charlie Chaplin,"Charlie Chaplin, Edna Purviance, Jackie Coogan",0.0
53425,David Engelbach,"Chuck Wagner, Laurene Landon, William Wallace",0.0
27270,André Cayatte,"Curd Jürgens, Folco Lulli, Lea Padovani",0.0
204213,George B. Seitz,"Lewis Stone, Mickey Rooney, Fay Holden",0.0
92848,Ken Kwapis,"Azura Skye, Annie Heller, Carla Gallo",0.0
63334,Jeff Baena,"Aubrey Plaza, Dane DeHaan, John C. Reilly",0.0
244566,Leni Riefenstahl,"Leni Riefenstahl, Bernhard Minetti, Aribert Wäscher",0.04
7983,James Savoca,"Samaire Armstrong, Brad William Henke, Jon Gries",0.0
69325,Seymour Robbie,"Joe Namath, Ann-Margret, William Smith",0.0
50372,Matthew Saville,"Joel Edgerton, Jai Courtney, Melissa George",0.0
209269,David Michôd,"Guy Pearce, Robert Pattinson, Scoot McNairy",0.0
157845,John Dower,"Greg LeMond, Bernard Hinault",0.19
261813,Samuel Fuller,"Burt Reynolds, Barry Sullivan, Silvia Pinal",0.0
4992,Olivier Baroux,"Kad Merad, Valérie Benguigui, Roland Giraud",0.0
44155,Tate Taylor,"Chadwick Boseman, Nelsan Ellis, Dan Aykroyd",0.0
239566,Barry Avrich,"Larry King, Robert Evans",0.0
192143,Paul Crowder,"Niki Lauda, Michael Schumacher, Lewis Hamilton",0.0
217316,Won Shin-Yeon,"Gong Yoo, Park Hee-soon, Cho Seong-ha",0.0
242454,Armen Evrensel,"Billy Boyd, Kristin Kreuk, Amanda Tapping",0.0
167948,"Allison Berg, François Keraudren","John Wojtowicz, Liz Eden, George Heath",0.0
212849,Frank Powell,"Theda Bara, Edward José, Mabel Frenyear",0.0
38730,Woody Allen,"Colin Firth, Emma Stone, Hamish Linklater",0.0
229297,Claude Miller,"Charlotte Gainsbourg, Bernadette Lafont, Jean-Claude Brialy",3.04
61991,Dan Curtis,"Ted Danson, Christopher Plummer, Brian Dennehy",0.0
61050,Arthur Hiller,"Jon Bon Jovi, Estella Warren, David Faustino",0.0
36964,Don Sharp,"Robert Powell, David Warner, John Mills",0.0
60287,William Girdler,"William Marshall, Terry Carter, Austin Stoker",0.0
78075,Kat Coiro,"Kate Bosworth, Claire Bloom, Iddo Goldberg",0.0
139997,Nuri Bilge Ceylan,"Haluk Bilginer, Melisa Sözen, Demet Akbag",0.0
265169,Jason DaSilva,,0.0
159160,Edward Sedgwick,"Buster Keaton, Jimmy Durante, Roscoe Ates",0.0
53576,Hans Petter Moland,"Stellan Skarsgård, Pål Sverre Hagen, Bruno Ganz",0.0
252822,Gerard Johnstone,"Morgana O'Reilly, Rima Te Wiata, Glen-Paul Waru",0.0
253306,"Rémi Bezançon, Jean-Christophe Lie","Max Renaudin, Simon Abkarian, Vernon Dobtcheff",0.0
94196,Didier Tronchet,"Clotilde Courau, Mathieu Demy, Richard Berry",0.0
64934,"Michael Armstrong, Stanley A. Long","Vincent Russo, Michael Gordon, Marie Scinto",0.0
84986,Yves Robert,"Philippe Noiret, Françoise Brion, Marlène Jobert",0.0
18628,Lasse Hallström,"Helen Mirren, Manish Dayal, Om Puri",0.0
228194,"Ethan Spaulding, Jay Oliva","Kevin Conroy, Neal McDonough, Matthew Gray Gubler",4.04
242643,Quentin Lee,"Kelly Hu, Booboo Stewart, Gregg Sulkin",0.0
192623,Jeremy Grant,"Darren Berrecloth, Kurt Sorge, Andreu Lacondeguy",0.0
133786,Henry King,"Gene Tierney, John Hodiak, William Bendix",0.0
117959,Joseph H. Lewis,"Hedy Lamarr, John Hodiak, James Craig",0.0
30195,Sam Wood,"Robert Taylor, John Hodiak, Arlene Dahl",0.0
151310,Ho Meng-Hua,"Jackie Chan, Li Ching, Dean Shek",0.0
107891,Hitoshi Matsumoto,"Nao Omori, Mao Daichi, Shinobu Terajima",0.0
193722,Peter Carter,"Hal Holbrook, Lawrence Dane, Robin Gammell",0.0
67822,Grace Lee,,0.0
201361,Ho Meng-Hua,"Lo Lieh, Lau Wing, Nancy Yen Nan-See",0.0
